ID_candidate,firstname,lastname,n_answers,answer_3387,answer_3388,answer_3389,answer_3391,answer_3392,answer_3398,answer_3399,answer_3412,answer_3413,answer_3414,answer_3415,answer_3416,answer_3417,answer_3418,answer_3419,answer_3420,answer_3421,answer_3422,answer_3423,answer_3424,answer_3425,answer_3426,answer_3427,answer_3428,answer_3429,answer_3430,answer_3431,answer_3432,answer_3433,answer_3434,answer_3435,answer_3436,answer_3437,answer_3438,answer_3439,answer_3440,answer_3441,answer_3442,answer_3443,answer_3444,answer_3445,answer_3446,answer_3447,answer_3448,answer_3449,answer_3450,answer_3451,answer_3452,answer_3453,answer_3454,answer_3455,answer_3456,answer_3457,answer_3458,answer_3459,answer_3460,answer_3461,answer_3462,answer_3463,answer_3464,answer_3465,answer_3466,answer_3467,answer_3468,answer_3469,answer_3470,answer_3471,answer_3472,answer_3473,answer_3474,answer_3475,answer_3476,answer_3477,answer_3478,answer_3479,username
45873,Manuela,Ehmann-Nydegger,75,83.0,33.0,50.0,0.0,25.0,0.0,83.0,0.0,75.0,100.0,0.0,0.0,75.0,25.0,0.0,100.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,25.0,25.0,0.0,100.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0,75.0,25.0,0.0,75.0,0.0,0.0,75.0,25.0,25.0,75.0,75.0,75.0,25.0,75.0,25.0,100.0,100.0,25.0,100.0,100.0,25.0,25.0,25.0,25.0,100.0,100.0,33.0,83.0,100.0,0.0,75.0,100.0,75.0,25.0,75.0,50.0,75.0,50.0,50.0,50.0,50.0,ManuelaEhmann
46116,Matthias,Egli,75,83.0,17.0,0.0,75.0,100.0,0.0,50.0,100.0,100.0,100.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,100.0,25.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,75.0,100.0,25.0,0.0,100.0,25.0,100.0,0.0,25.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,75.0,75.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,25.0,100.0,100.0,100.0,83.0,75.0,100.0,75.0,100.0,50.0,25.0,50.0,75.0,50.0,0.0,75.0,25.0,matthias_egli
46922,Claudine,Esseiva,75,83.0,67.0,0.0,25.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,25.0,0.0,75.0,100.0,0.0,25.0,0.0,75.0,0.0,75.0,25.0,100.0,0.0,75.0,0.0,0.0,100.0,100.0,100.0,75.0,75.0,25.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,25.0,75.0,75.0,25.0,25.0,75.0,0.0,25.0,75.0,75.0,75.0,75.0,100.0,0.0,75.0,75.0,25.0,100.0,100.0,100.0,33.0,0.0,100.0,0.0,100.0,75.0,25.0,50.0,75.0,50.0,50.0,75.0,25.0,cesseiva
46983,Maja,Riniker,75,100.0,33.0,0.0,0.0,100.0,0.0,17.0,100.0,25.0,0.0,100.0,75.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,100.0,0.0,75.0,75.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,75.0,100.0,25.0,100.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0,75.0,75.0,75.0,25.0,50.0,50.0,25.0,MajaRiniker
47154,Piero,Grumelli,75,17.0,67.0,17.0,100.0,0.0,0.0,83.0,75.0,75.0,25.0,75.0,25.0,75.0,75.0,25.0,25.0,0.0,100.0,75.0,0.0,75.0,25.0,75.0,0.0,75.0,25.0,25.0,75.0,25.0,75.0,75.0,25.0,0.0,75.0,100.0,75.0,75.0,75.0,25.0,25.0,75.0,75.0,75.0,100.0,75.0,75.0,75.0,0.0,25.0,75.0,75.0,75.0,75.0,100.0,75.0,25.0,75.0,75.0,25.0,75.0,17.0,67.0,83.0,25.0,75.0,25.0,75.0,75.0,25.0,25.0,75.0,25.0,75.0,75.0,75.0,GrumelliPiero
47177,Philipp,Bregy,75,100.0,67.0,83.0,75.0,0.0,0.0,50.0,75.0,25.0,0.0,100.0,100.0,0.0,25.0,0.0,100.0,0.0,100.0,75.0,0.0,25.0,0.0,0.0,25.0,0.0,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,100.0,75.0,75.0,100.0,75.0,100.0,25.0,0.0,100.0,75.0,0.0,100.0,100.0,25.0,0.0,25.0,100.0,25.0,0.0,0.0,25.0,100.0,0.0,83.0,67.0,50.0,0.0,100.0,0.0,75.0,75.0,50.0,25.0,50.0,75.0,25.0,25.0,50.0,pmbregy
47616,Céline,Widmer,75,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,75.0,75.0,100.0,0.0,100.0,25.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,75.0,100.0,75.0,0.0,0.0,100.0,100.0,25.0,100.0,100.0,75.0,100.0,75.0,75.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,0.0,25.0,17.0,67.0,100.0,100.0,75.0,100.0,100.0,100.0,0.0,50.0,75.0,100.0,0.0,100.0,25.0,CelineWidmer1
48935,Donat,Kuratli,75,100.0,100.0,100.0,0.0,0.0,100.0,83.0,25.0,0.0,0.0,0.0,75.0,0.0,100.0,75.0,0.0,0.0,75.0,25.0,0.0,25.0,0.0,0.0,100.0,0.0,100.0,100.0,75.0,0.0,25.0,25.0,75.0,25.0,100.0,75.0,75.0,0.0,100.0,100.0,100.0,75.0,100.0,100.0,25.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,83.0,17.0,0.0,100.0,0.0,75.0,0.0,100.0,75.0,50.0,0.0,75.0,0.0,50.0,DonatKuratli
46112,Melanie,Mettler,75,0.0,0.0,0.0,100.0,75.0,0.0,67.0,75.0,100.0,100.0,100.0,0.0,75.0,75.0,75.0,25.0,75.0,100.0,100.0,0.0,100.0,75.0,75.0,0.0,100.0,0.0,0.0,100.0,25.0,100.0,75.0,25.0,0.0,100.0,75.0,100.0,75.0,75.0,75.0,0.0,0.0,75.0,75.0,100.0,100.0,100.0,0.0,100.0,0.0,75.0,100.0,100.0,100.0,100.0,25.0,75.0,100.0,100.0,25.0,25.0,83.0,83.0,100.0,25.0,100.0,100.0,100.0,75.0,50.0,50.0,100.0,50.0,0.0,25.0,25.0,doppel_m
46651,Lilian,Studer,75,67.0,17.0,50.0,75.0,25.0,0.0,100.0,25.0,75.0,100.0,100.0,0.0,75.0,25.0,25.0,100.0,75.0,100.0,100.0,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,25.0,0.0,100.0,0.0,75.0,0.0,0.0,100.0,0.0,25.0,75.0,0.0,0.0,75.0,25.0,75.0,100.0,100.0,100.0,0.0,75.0,25.0,100.0,75.0,25.0,75.0,100.0,75.0,0.0,100.0,75.0,75.0,100.0,17.0,50.0,100.0,0.0,75.0,100.0,100.0,100.0,25.0,50.0,50.0,50.0,50.0,75.0,50.0,LilianStuder
47200,Bernhard,Altermatt,75,83.0,33.0,17.0,25.0,25.0,0.0,67.0,75.0,100.0,100.0,75.0,25.0,75.0,25.0,75.0,100.0,75.0,100.0,25.0,75.0,75.0,75.0,75.0,0.0,25.0,25.0,25.0,75.0,25.0,75.0,25.0,25.0,25.0,75.0,25.0,100.0,25.0,100.0,75.0,25.0,75.0,75.0,75.0,75.0,75.0,100.0,75.0,100.0,25.0,100.0,75.0,75.0,25.0,75.0,100.0,75.0,25.0,25.0,75.0,100.0,83.0,50.0,50.0,25.0,100.0,75.0,100.0,75.0,50.0,50.0,100.0,50.0,50.0,75.0,50.0,B_Altermatt
48112,Michael,Zeugin,75,0.0,50.0,0.0,75.0,100.0,0.0,67.0,75.0,75.0,75.0,100.0,0.0,75.0,75.0,0.0,0.0,75.0,75.0,100.0,0.0,0.0,100.0,100.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0,100.0,75.0,100.0,100.0,25.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0,25.0,83.0,100.0,83.0,0.0,100.0,100.0,100.0,50.0,25.0,50.0,100.0,50.0,0.0,50.0,50.0,michaelzeugin
48114,Ahmet,Kut,75,83.0,17.0,0.0,75.0,100.0,0.0,17.0,100.0,75.0,75.0,100.0,0.0,25.0,100.0,100.0,75.0,0.0,75.0,100.0,0.0,75.0,75.0,100.0,0.0,75.0,0.0,0.0,100.0,100.0,100.0,75.0,25.0,25.0,100.0,25.0,100.0,0.0,25.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,75.0,100.0,100.0,100.0,75.0,75.0,75.0,100.0,25.0,75.0,75.0,100.0,100.0,83.0,0.0,100.0,25.0,100.0,50.0,25.0,50.0,75.0,50.0,0.0,50.0,0.0,kut_ahmet
48130,Roy,Shaibal,75,83.0,0.0,0.0,100.0,100.0,0.0,67.0,100.0,100.0,75.0,100.0,0.0,75.0,100.0,100.0,25.0,25.0,75.0,100.0,25.0,75.0,75.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,25.0,0.0,25.0,100.0,25.0,100.0,75.0,25.0,100.0,75.0,25.0,75.0,25.0,100.0,100.0,100.0,0.0,100.0,25.0,100.0,75.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,67.0,100.0,67.0,75.0,100.0,75.0,100.0,75.0,25.0,50.0,75.0,75.0,0.0,75.0,50.0,shaibalroy77
48330,Lars,Guggisberg,75,100.0,83.0,33.0,0.0,0.0,75.0,0.0,100.0,0.0,0.0,100.0,75.0,0.0,75.0,75.0,25.0,0.0,75.0,0.0,0.0,100.0,0.0,0.0,75.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,25.0,100.0,0.0,75.0,100.0,0.0,0.0,0.0,75.0,100.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,83.0,17.0,0.0,100.0,0.0,0.0,0.0,75.0,75.0,100.0,25.0,75.0,75.0,50.0,larsguggisberg
48621,Kilian,Brogli,75,0.0,0.0,33.0,100.0,100.0,0.0,67.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,75.0,25.0,25.0,75.0,100.0,25.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,25.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,25.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,25.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,67.0,100.0,100.0,100.0,100.0,100.0,0.0,75.0,0.0,50.0,100.0,75.0,0.0,75.0,25.0,KilianBrogli
49096,Patrick,Mollet,75,17.0,17.0,0.0,75.0,100.0,0.0,17.0,100.0,75.0,25.0,100.0,25.0,25.0,25.0,100.0,100.0,0.0,0.0,25.0,0.0,25.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,100.0,25.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,25.0,100.0,0.0,100.0,75.0,75.0,25.0,75.0,25.0,0.0,75.0,100.0,100.0,0.0,100.0,75.0,0.0,0.0,100.0,100.0,100.0,100.0,67.0,0.0,100.0,0.0,75.0,50.0,50.0,50.0,100.0,50.0,50.0,75.0,50.0,pmollet
49371,Sonja,Niederhauser-Müller,75,83.0,17.0,17.0,0.0,0.0,0.0,67.0,25.0,75.0,100.0,100.0,0.0,100.0,25.0,25.0,100.0,75.0,75.0,75.0,0.0,75.0,25.0,0.0,0.0,75.0,0.0,0.0,25.0,0.0,75.0,0.0,75.0,0.0,0.0,75.0,25.0,0.0,75.0,0.0,0.0,75.0,25.0,100.0,100.0,100.0,100.0,25.0,100.0,25.0,100.0,75.0,25.0,75.0,100.0,25.0,0.0,100.0,25.0,75.0,100.0,67.0,67.0,83.0,0.0,75.0,100.0,75.0,50.0,50.0,50.0,50.0,50.0,25.0,75.0,50.0,sniederhauserbl
49751,Valérie,Vuillerat,75,67.0,17.0,0.0,100.0,100.0,0.0,67.0,75.0,100.0,100.0,100.0,25.0,100.0,25.0,75.0,0.0,100.0,75.0,100.0,100.0,100.0,75.0,100.0,0.0,100.0,0.0,0.0,100.0,75.0,100.0,100.0,75.0,75.0,100.0,75.0,100.0,75.0,25.0,100.0,25.0,75.0,100.0,25.0,100.0,100.0,100.0,0.0,75.0,25.0,25.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,75.0,0.0,75.0,67.0,100.0,100.0,75.0,75.0,100.0,100.0,100.0,0.0,75.0,100.0,75.0,25.0,75.0,75.0,valeriewow
46315,Gerhard,Andrey,75,0.0,0.0,0.0,100.0,100.0,0.0,100.0,25.0,100.0,100.0,0.0,0.0,100.0,25.0,75.0,75.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,25.0,100.0,75.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,75.0,100.0,75.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,0.0,0.0,17.0,83.0,100.0,100.0,0.0,100.0,100.0,75.0,0.0,50.0,75.0,75.0,0.0,100.0,50.0,anderageru
46679,Ruth Jo.,Scheier,75,67.0,33.0,17.0,75.0,100.0,0.0,67.0,75.0,75.0,75.0,100.0,25.0,25.0,75.0,100.0,100.0,25.0,75.0,75.0,25.0,75.0,100.0,25.0,0.0,75.0,25.0,0.0,100.0,75.0,25.0,100.0,25.0,25.0,100.0,75.0,25.0,25.0,25.0,100.0,25.0,25.0,75.0,75.0,100.0,100.0,100.0,25.0,75.0,25.0,25.0,75.0,100.0,75.0,75.0,75.0,75.0,75.0,75.0,25.0,75.0,67.0,83.0,83.0,75.0,75.0,75.0,100.0,50.0,50.0,50.0,75.0,50.0,50.0,50.0,50.0,rjosch3
46743,Pascal,Schmid,75,33.0,67.0,50.0,0.0,75.0,25.0,33.0,75.0,25.0,0.0,75.0,75.0,0.0,100.0,25.0,75.0,0.0,75.0,0.0,0.0,75.0,25.0,0.0,75.0,0.0,75.0,75.0,100.0,75.0,0.0,75.0,100.0,25.0,75.0,0.0,100.0,0.0,25.0,100.0,0.0,25.0,75.0,25.0,25.0,0.0,75.0,100.0,25.0,75.0,75.0,0.0,75.0,25.0,0.0,25.0,0.0,0.0,0.0,100.0,100.0,83.0,83.0,33.0,0.0,100.0,0.0,25.0,25.0,75.0,75.0,50.0,25.0,50.0,50.0,50.0,pascal_s_schmid
46797,Daniel,Käppeli,75,100.0,33.0,33.0,25.0,0.0,0.0,50.0,75.0,100.0,25.0,100.0,25.0,0.0,0.0,75.0,75.0,0.0,100.0,75.0,0.0,75.0,25.0,0.0,0.0,25.0,0.0,0.0,75.0,75.0,75.0,25.0,25.0,25.0,0.0,25.0,75.0,0.0,100.0,0.0,75.0,100.0,75.0,75.0,75.0,75.0,100.0,75.0,25.0,75.0,100.0,75.0,25.0,75.0,25.0,25.0,0.0,25.0,25.0,100.0,25.0,67.0,100.0,67.0,0.0,100.0,25.0,75.0,50.0,75.0,50.0,75.0,25.0,50.0,50.0,50.0,DanielKaeppeli
46811,Stefan,Müller-Altermatt,75,100.0,33.0,50.0,75.0,0.0,0.0,50.0,0.0,100.0,100.0,75.0,0.0,25.0,0.0,0.0,75.0,0.0,100.0,75.0,0.0,75.0,75.0,0.0,0.0,25.0,25.0,0.0,100.0,0.0,100.0,0.0,25.0,0.0,0.0,25.0,100.0,25.0,100.0,0.0,25.0,100.0,75.0,100.0,100.0,75.0,100.0,25.0,75.0,25.0,100.0,25.0,100.0,75.0,25.0,25.0,100.0,0.0,25.0,100.0,100.0,67.0,83.0,83.0,0.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,50.0,50.0,75.0,50.0,MullerAltermatt
46947,Roman,Baumann Lorant,75,17.0,17.0,83.0,75.0,100.0,0.0,33.0,100.0,75.0,0.0,75.0,0.0,25.0,75.0,100.0,0.0,25.0,100.0,25.0,75.0,0.0,100.0,100.0,0.0,25.0,25.0,0.0,100.0,75.0,75.0,100.0,75.0,25.0,100.0,0.0,100.0,0.0,25.0,25.0,0.0,75.0,100.0,25.0,75.0,75.0,100.0,25.0,25.0,25.0,25.0,75.0,0.0,0.0,75.0,100.0,75.0,100.0,0.0,100.0,0.0,83.0,83.0,33.0,0.0,100.0,0.0,25.0,25.0,25.0,25.0,75.0,25.0,25.0,75.0,25.0,RomanBaumann13
47131,Béatrice,Wertli,75,100.0,17.0,17.0,75.0,0.0,0.0,67.0,75.0,100.0,100.0,100.0,0.0,75.0,0.0,100.0,75.0,0.0,100.0,100.0,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,25.0,25.0,25.0,75.0,0.0,100.0,25.0,75.0,75.0,75.0,25.0,75.0,75.0,100.0,0.0,25.0,75.0,25.0,75.0,25.0,75.0,100.0,25.0,25.0,0.0,100.0,25.0,100.0,50.0,83.0,50.0,0.0,100.0,75.0,25.0,50.0,25.0,50.0,50.0,50.0,50.0,50.0,0.0,bwertli
47603,Angelo,Barrile,75,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,25.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,0.0,0.0,0.0,67.0,100.0,100.0,75.0,100.0,100.0,100.0,0.0,50.0,100.0,100.0,0.0,100.0,0.0,anbarrile
48102,Pirmin,Meyer,75,17.0,17.0,0.0,75.0,100.0,0.0,67.0,100.0,100.0,100.0,100.0,0.0,0.0,75.0,100.0,75.0,25.0,25.0,100.0,0.0,100.0,75.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,25.0,100.0,0.0,25.0,100.0,25.0,75.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,25.0,100.0,100.0,75.0,75.0,0.0,83.0,83.0,83.0,25.0,100.0,75.0,100.0,50.0,25.0,50.0,75.0,50.0,0.0,75.0,0.0,pirminmeyer
49343,André,Kunz,75,17.0,0.0,17.0,75.0,100.0,0.0,83.0,25.0,100.0,75.0,75.0,0.0,100.0,75.0,0.0,0.0,75.0,75.0,75.0,25.0,75.0,100.0,100.0,0.0,75.0,25.0,0.0,100.0,0.0,75.0,100.0,25.0,0.0,75.0,100.0,100.0,100.0,25.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,100.0,25.0,0.0,25.0,100.0,75.0,100.0,75.0,100.0,0.0,75.0,100.0,100.0,0.0,25.0,67.0,100.0,100.0,75.0,0.0,100.0,75.0,75.0,0.0,25.0,75.0,75.0,25.0,75.0,25.0,KunoKunz
